Id,Gene,Family
XP_015749127.1,Myosin_head,PF00063.24
XP_015749124.1,Myosin_head,PF00063.24
XP_015758662.1,Myosin_TH1,PF06017.16
XP_015758661.1,Myosin_TH1,PF06017.16
XP_015779047.1,Myosin_TH1,PF06017.16
XP_015758736.1,Myosin_TH1,PF06017.16
XP_015752126.1,Myosin_TH1,PF06017.16
XP_015769094.1,Myosin_TH1,PF06017.16
XP_015763737.1,N-SET,PF11764.11
XP_015773764.1,N-SET,PF11764.11
XP_015765139.1,N-SET,PF11764.11
XP_015758861.1,NAD_binding_11,PF14833.9
XP_015758860.1,NAD_binding_11,PF14833.9
XP_015779693.1,NAD_binding_11,PF14833.9
XP_015755028.1,NAD_binding_11,PF14833.9
XP_015767744.1,NAD_binding_11,PF14833.9
XP_015777063.1,NAD_binding_11,PF14833.9
XP_015767744.1,NAD_binding_2,PF03446.18
XP_015758861.1,NAD_binding_2,PF03446.18
XP_015758860.1,NAD_binding_2,PF03446.18
XP_015762001.1,NAD_binding_2,PF03446.18
XP_015762002.1,NAD_binding_2,PF03446.18
XP_015768441.1,NAD_binding_2,PF03446.18
XP_015779891.1,NAD_binding_2,PF03446.18
XP_015769010.1,NAD_binding_2,PF03446.18
XP_015769009.1,NAD_binding_2,PF03446.18
XP_015754384.1,NAD_binding_2,PF03446.18
XP_015776668.1,NAD_binding_2,PF03446.18
XP_015767139.1,NAD_binding_2,PF03446.18
XP_015761518.1,NAD_binding_2,PF03446.18
XP_015748473.1,NAD_binding_2,PF03446.18
XP_015748070.1,NAGidase,PF07555.16
XP_015748076.1,NAGidase,PF07555.16
XP_015748080.1,NAGidase,PF07555.16
XP_015755298.1,NAP,PF00956.21
XP_015758651.1,NAP,PF00956.21
XP_015765504.1,NAP,PF00956.21
XP_015765503.1,NAP,PF00956.21
XP_015767560.1,NAP,PF00956.21
XP_015767561.1,NAP,PF00956.21
XP_015767562.1,NAP,PF00956.21
XP_015767559.1,NAP,PF00956.21
XP_015747892.1,Nbs1_C,PF08599.13
XP_015771002.1,Nbs1_C,PF08599.13
XP_015761571.1,Nipped-B_C,PF12830.10
XP_015761569.1,Nipped-B_C,PF12830.10
XP_015764144.1,Nipped-B_C,PF12830.10
XP_015747369.1,Nipped-B_C,PF12830.10
XP_015768320.1,Nipped-B_C,PF12830.10
XP_015759730.1,Nipped-B_C,PF12830.10
XP_015771067.1,Noc2,PF03715.16
XP_015761632.1,Nop,PF01798.21
XP_015758365.1,Nop,PF01798.21
XP_015749920.1,Nop,PF01798.21
XP_015748674.1,Nop,PF01798.21
XP_015751434.1,Nop,PF01798.21
XP_015751433.1,Nop,PF01798.21
XP_015777941.1,NOPS,PF08075.14
XP_015776707.1,NSRP1_N,PF09745.12
XP_015774579.1,NSRP1_N,PF09745.12
XP_015752417.1,NuA4,PF09340.13
XP_015751189.1,NuA4,PF09340.13
XP_015751190.1,NuA4,PF09340.13
XP_015751186.1,NuA4,PF09340.13
XP_015751187.1,NuA4,PF09340.13
XP_015760950.1,NuA4,PF09340.13
XP_015776164.1,NuA4,PF09340.13
XP_015778136.1,NuA4,PF09340.13
XP_015750337.1,NuA4,PF09340.13
XP_015753429.1,NUC202,PF08166.15
XP_015770516.1,Nucleic_acid_bd,PF13820.9
XP_015766339.1,Nucleic_acid_bd,PF13820.9
XP_015767926.1,Nucleic_acid_bd,PF13820.9
XP_015776780.1,Nucleoplasmin,PF03066.18
XP_015776779.1,Nucleoplasmin,PF03066.18
XP_015778613.1,Nucleoporin2,PF04096.17
XP_015771698.1,Nuc_rec_co-act,PF08815.13
XP_015752939.1,Nup96,PF12110.11
XP_015778613.1,Nup96,PF12110.11
XP_015751473.1,OB_NTP_bind,PF07717.19
XP_015772123.1,OB_NTP_bind,PF07717.19
XP_015757367.1,OB_NTP_bind,PF07717.19
XP_015764428.1,OB_NTP_bind,PF07717.19
XP_015751658.1,OB_NTP_bind,PF07717.19
XP_015776859.1,OB_NTP_bind,PF07717.19
XP_015774501.1,OB_NTP_bind,PF07717.19
XP_015765374.1,OB_NTP_bind,PF07717.19
XP_015774404.1,OB_NTP_bind,PF07717.19
XP_015779906.1,OB_NTP_bind,PF07717.19
XP_015771994.1,OB_NTP_bind,PF07717.19
XP_015767327.1,OB_NTP_bind,PF07717.19
XP_015772924.1,OB_NTP_bind,PF07717.19
XP_015773866.1,OB_NTP_bind,PF07717.19
XP_015763298.1,OCRE,PF17780.4
XP_015775173.1,OCRE,PF17780.4
XP_015771753.1,OST-HTH,PF12872.10
XP_015776252.1,OST-HTH,PF12872.10
XP_015770626.1,OST-HTH,PF12872.10
XP_015761745.1,OST-HTH,PF12872.10
XP_015761551.1,P53,PF00870.21
XP_015761550.1,P53,PF00870.21
XP_015761548.1,P53,PF00870.21
XP_015761549.1,P53,PF00870.21
XP_015761547.1,P53,PF00870.21
XP_015761546.1,P53,PF00870.21
XP_015761545.1,P53,PF00870.21
XP_015761544.1,P53,PF00870.21
XP_015761543.1,P53,PF00870.21
XP_015761542.1,P53,PF00870.21
XP_015752315.1,P53,PF00870.21
XP_015752291.1,P53,PF00870.21
XP_015752291.1,P53_TAD,PF08563.14
XP_015767882.1,P53_TAD,PF08563.14
XP_015763011.1,P53_TAD,PF08563.14
XP_015752291.1,P53_tetramer,PF07710.14
XP_015761551.1,P53_tetramer,PF07710.14
XP_015761550.1,P53_tetramer,PF07710.14
XP_015761547.1,P53_tetramer,PF07710.14
XP_015761548.1,P53_tetramer,PF07710.14
XP_015761549.1,P53_tetramer,PF07710.14
XP_015761546.1,P53_tetramer,PF07710.14
XP_015761545.1,P53_tetramer,PF07710.14
XP_015761544.1,P53_tetramer,PF07710.14
XP_015761542.1,P53_tetramer,PF07710.14
XP_015761543.1,P53_tetramer,PF07710.14
XP_015752315.1,P53_tetramer,PF07710.14
XP_015771632.1,PABP,PF00658.21
XP_015771639.1,PABP,PF00658.21
XP_015771638.1,PABP,PF00658.21
XP_015753725.1,PABP,PF00658.21
XP_015751539.1,PABP,PF00658.21
XP_015751591.1,PABP,PF00658.21
XP_015751540.1,PABP,PF00658.21
XP_015772691.1,PABP,PF00658.21
XP_015753303.1,PABP,PF00658.21
XP_015750844.1,PABP,PF00658.21
XP_015764473.1,PAD,PF03068.18
XP_015757348.1,PAD,PF03068.18
XP_015763592.1,PADR1,PF08063.15
XP_015753303.1,PADR1,PF08063.15
XP_015756632.1,PADR1,PF08063.15
XP_015756630.1,PADR1,PF08063.15
XP_015756631.1,PADR1,PF08063.15
XP_015756629.1,PADR1,PF08063.15
XP_015776857.1,Paf1,PF03985.16
XP_015752521.1,PAH,PF02671.24
XP_015774680.1,PAH,PF02671.24
XP_015774679.1,PAH,PF02671.24
XP_015748126.1,PAH,PF02671.24
XP_015769563.1,PAH,PF02671.24
XP_015769286.1,PAH,PF02671.24
XP_015769562.1,PAH,PF02671.24
XP_015747459.1,PAN_1,PF00024.29
XP_015756947.1,PAN_1,PF00024.29
XP_015754791.1,PAN_1,PF00024.29
XP_015757475.1,PAN_1,PF00024.29
XP_015772529.1,PAN_1,PF00024.29
XP_015753523.1,PAN_1,PF00024.29
XP_015759181.1,PAN_1,PF00024.29
XP_015772519.1,PAN_1,PF00024.29
XP_015773058.1,PAN_1,PF00024.29
XP_015773059.1,PAN_1,PF00024.29
XP_015773060.1,PAN_1,PF00024.29
XP_015757294.1,PAN_1,PF00024.29
XP_015780321.1,PAN_1,PF00024.29
XP_015747168.1,PAN_1,PF00024.29
XP_015751519.1,PAN_1,PF00024.29
XP_015751525.1,PAN_1,PF00024.29
XP_015751531.1,PAN_1,PF00024.29
XP_015751256.1,PAN_1,PF00024.29
XP_015778795.1,PAN_1,PF00024.29
XP_015757290.1,PAN_1,PF00024.29
XP_015771825.1,PAN_1,PF00024.29
XP_015780848.1,PAN_1,PF00024.29
XP_015751257.1,PAN_1,PF00024.29
XP_015751472.1,PAN_1,PF00024.29
XP_015779451.1,PAN_1,PF00024.29
XP_015755374.1,PAN_1,PF00024.29
XP_015772546.1,PAN_1,PF00024.29
XP_015748433.1,PAN_1,PF00024.29
XP_015764357.1,PAN_1,PF00024.29
XP_015757291.1,PAN_1,PF00024.29
XP_015757292.1,PAN_1,PF00024.29
XP_015747657.1,PAN_1,PF00024.29
XP_015751450.1,PAN_1,PF00024.29
XP_015751255.1,PAN_1,PF00024.29
XP_015751102.1,PAN_1,PF00024.29
XP_015755371.1,PAN_1,PF00024.29
XP_015755372.1,PAN_1,PF00024.29
XP_015751253.1,PAN_1,PF00024.29
XP_015751254.1,PAN_1,PF00024.29
XP_015755369.1,PAN_1,PF00024.29
XP_015755370.1,PAN_1,PF00024.29
XP_015774058.1,PAN_1,PF00024.29
XP_015760282.1,PAN_1,PF00024.29
XP_015762049.1,PAN_1,PF00024.29
XP_015772547.1,PAN_1,PF00024.29
XP_015772548.1,PAN_1,PF00024.29
XP_015757477.1,PAN_1,PF00024.29
XP_015747123.1,PAN_1,PF00024.29
XP_015757527.1,PAN_1,PF00024.29
XP_015771820.1,PAN_1,PF00024.29
XP_015748430.1,PAN_1,PF00024.29
XP_015757529.1,PAN_1,PF00024.29
XP_015757530.1,PAN_1,PF00024.29
XP_015762029.1,PAN_1,PF00024.29
XP_015770414.1,PAN_1,PF00024.29
XP_015748437.1,PAN_1,PF00024.29
XP_015751460.1,PAN_1,PF00024.29
XP_015751465.1,PAN_1,PF00024.29
XP_015760281.1,PAN_1,PF00024.29
XP_015778383.1,PAN_1,PF00024.29
XP_015751092.1,PAN_1,PF00024.29
XP_015763261.1,PAN_1,PF00024.29
XP_015763269.1,PAN_1,PF00024.29
XP_015755729.1,PAN_1,PF00024.29
XP_015757531.1,PAN_1,PF00024.29
XP_015780770.1,PAN_1,PF00024.29
XP_015780771.1,PAN_1,PF00024.29
XP_015771824.1,PAN_1,PF00024.29
XP_015778658.1,PAN_1,PF00024.29
XP_015762043.1,PAN_1,PF00024.29
XP_015762044.1,PAN_1,PF00024.29
XP_015762045.1,PAN_1,PF00024.29
XP_015749601.1,PAN_1,PF00024.29
XP_015771819.1,PAN_1,PF00024.29
XP_015771818.1,PAN_1,PF00024.29
XP_015757472.1,PAN_1,PF00024.29
XP_015755886.1,PAN_1,PF00024.29
XP_015748976.1,PAN_1,PF00024.29
XP_015767328.1,PAN_1,PF00024.29
XP_015751197.1,PAN_1,PF00024.29
XP_015751196.1,PAN_1,PF00024.29
XP_015772200.1,PAN_1,PF00024.29
XP_015755778.1,PAN_1,PF00024.29
XP_015749363.1,PAN_1,PF00024.29
XP_015772625.1,PAN_1,PF00024.29
XP_015762332.1,PAN_1,PF00024.29
XP_015758385.1,PAN_1,PF00024.29
XP_015758386.1,PAN_1,PF00024.29
XP_015758387.1,PAN_1,PF00024.29
XP_015757535.1,PAN_1,PF00024.29
XP_015757533.1,PAN_1,PF00024.29
XP_015757534.1,PAN_1,PF00024.29
XP_015760107.1,PAN_1,PF00024.29
XP_015750630.1,PAN_1,PF00024.29
XP_015776014.1,PAN_1,PF00024.29
XP_015760563.1,PAN_1,PF00024.29
XP_015755779.1,PAN_1,PF00024.29
XP_015754793.1,PAN_1,PF00024.29
XP_015760227.1,PAN_1,PF00024.29
XP_015754866.1,PAN_1,PF00024.29
XP_015750623.1,PAN_1,PF00024.29
XP_015757526.1,PAN_1,PF00024.29
XP_015755764.1,PAN_1,PF00024.29
XP_015755765.1,PAN_1,PF00024.29
XP_015755772.1,PAN_1,PF00024.29
XP_015757536.1,PAN_1,PF00024.29
XP_015756680.1,PAN_1,PF00024.29
XP_015776020.1,PAN_1,PF00024.29
XP_015757520.1,PAN_1,PF00024.29
XP_015757521.1,PAN_1,PF00024.29
XP_015757522.1,PAN_1,PF00024.29
XP_015757523.1,PAN_1,PF00024.29
XP_015748825.1,PAN_1,PF00024.29
XP_015763278.1,PAN_1,PF00024.29
XP_015757525.1,PAN_1,PF00024.29
XP_015771712.1,PAN_1,PF00024.29
XP_015749392.1,PAN_1,PF00024.29
XP_015757519.1,PAN_1,PF00024.29
XP_015776328.1,PAN_1,PF00024.29
XP_015768339.1,PAN_1,PF00024.29
XP_015748495.1,PAN_1,PF00024.29
XP_015748493.1,PAN_1,PF00024.29
XP_015755771.1,PAN_1,PF00024.29
XP_015748436.1,PAN_1,PF00024.29
XP_015772919.1,PAN_1,PF00024.29
XP_015773271.1,PAN_1,PF00024.29
XP_015771711.1,PAN_1,PF00024.29
XP_015759814.1,PAN_1,PF00024.29
XP_015755761.1,PAN_1,PF00024.29
XP_015765525.1,PAN_1,PF00024.29
XP_015765527.1,PAN_1,PF00024.29
XP_015757476.1,PAN_1,PF00024.29
XP_015755759.1,PAN_1,PF00024.29
XP_015748776.1,PAN_1,PF00024.29
XP_015748777.1,PAN_1,PF00024.29
XP_015755770.1,PAN_1,PF00024.29
XP_015751198.1,PAN_1,PF00024.29
XP_015751199.1,PAN_1,PF00024.29
XP_015748775.1,PAN_1,PF00024.29
XP_015763726.1,PAN_1,PF00024.29
XP_015775413.1,PAN_1,PF00024.29
XP_015776322.1,PAN_1,PF00024.29
XP_015768051.1,PAN_1,PF00024.29
XP_015757469.1,PAN_1,PF00024.29
XP_015761683.1,PAN_1,PF00024.29
XP_015758389.1,PAN_1,PF00024.29
XP_015773262.1,PAN_1,PF00024.29
XP_015760567.1,PAN_1,PF00024.29
XP_015780602.1,PAN_1,PF00024.29
XP_015771844.1,PAN_1,PF00024.29
XP_015748500.1,PAN_1,PF00024.29
XP_015751109.1,PAN_1,PF00024.29
XP_015748498.1,PAN_1,PF00024.29
XP_015775427.1,PAN_1,PF00024.29
XP_015755760.1,PAN_1,PF00024.29
XP_015758388.1,PAN_1,PF00024.29
XP_015759813.1,PAN_1,PF00024.29
XP_015763730.1,PAN_1,PF00024.29
XP_015762950.1,PAN_1,PF00024.29
XP_015763729.1,PAN_1,PF00024.29
XP_015755769.1,PAN_1,PF00024.29
XP_015756721.1,PAN_1,PF00024.29
XP_015771710.1,PAN_1,PF00024.29
XP_015755758.1,PAN_1,PF00024.29
XP_015774429.1,PAN_1,PF00024.29
XP_015777450.1,PAN_1,PF00024.29
XP_015756167.1,PAN_1,PF00024.29
XP_015755766.1,PAN_1,PF00024.29
XP_015751105.1,PAN_1,PF00024.29
XP_015751106.1,PAN_1,PF00024.29
XP_015755768.1,PAN_1,PF00024.29
XP_015755767.1,PAN_1,PF00024.29
XP_015758390.1,PAN_1,PF00024.29
XP_015751104.1,PAN_1,PF00024.29
XP_015757518.1,PAN_1,PF00024.29
XP_015754421.1,PAN_1,PF00024.29
XP_015774350.1,PAN_1,PF00024.29
XP_015772949.1,PAN_1,PF00024.29
XP_015772950.1,PAN_1,PF00024.29
XP_015772951.1,PAN_1,PF00024.29
XP_015772952.1,PAN_1,PF00024.29
XP_015772953.1,PAN_1,PF00024.29
XP_015772954.1,PAN_1,PF00024.29
XP_015775621.1,PAN_1,PF00024.29
XP_015775728.1,PAN_1,PF00024.29
XP_015760561.1,PAN_1,PF00024.29
XP_015761799.1,PAN_1,PF00024.29
XP_015755757.1,PAN_1,PF00024.29
XP_015758363.1,PAN_1,PF00024.29
XP_015763101.1,PAN_1,PF00024.29
XP_015762654.1,PAN_1,PF00024.29
XP_015760566.1,PAN_1,PF00024.29
XP_015771715.1,PAN_1,PF00024.29
XP_015760565.1,PAN_1,PF00024.29
XP_015771716.1,PAN_1,PF00024.29
XP_015755773.1,PAN_1,PF00024.29
XP_015771713.1,PAN_1,PF00024.29
XP_015777445.1,PAN_1,PF00024.29
XP_015756502.1,PAN_1,PF00024.29
XP_015776321.1,PAN_1,PF00024.29
XP_015754420.1,PAN_1,PF00024.29
XP_015751107.1,PAN_1,PF00024.29
XP_015767472.1,PAN_1,PF00024.29
XP_015767478.1,PAN_1,PF00024.29
XP_015763305.1,PAN_1,PF00024.29
XP_015771706.1,PAN_1,PF00024.29
XP_015754422.1,PAN_1,PF00024.29
XP_015751091.1,PAN_1,PF00024.29
XP_015776013.1,PAN_1,PF00024.29
XP_015755094.1,PAN_1,PF00024.29
XP_015771708.1,PAN_1,PF00024.29
XP_015768367.1,PAN_1,PF00024.29
XP_015773260.1,PAN_1,PF00024.29
XP_015762698.1,PAN_1,PF00024.29
XP_015773263.1,PAN_1,PF00024.29
XP_015762697.1,PAN_1,PF00024.29
XP_015760575.1,PAN_1,PF00024.29
XP_015772629.1,PAN_1,PF00024.29
XP_015747813.1,PAN_1,PF00024.29
XP_015772417.1,PAN_1,PF00024.29
XP_015772957.1,PAN_1,PF00024.29
XP_015772416.1,PAN_1,PF00024.29
XP_015756165.1,PAN_1,PF00024.29
XP_015773928.1,PAN_1,PF00024.29
XP_015756166.1,PAN_1,PF00024.29
XP_015779577.1,PAN_1,PF00024.29
XP_015773259.1,PAN_1,PF00024.29
XP_015771808.1,PAN_1,PF00024.29
XP_015755762.1,PAN_1,PF00024.29
XP_015747124.1,PAN_1,PF00024.29
XP_015767665.1,PAN_1,PF00024.29
XP_015760564.1,PAN_1,PF00024.29
XP_015773264.1,PAN_1,PF00024.29
XP_015756091.1,PAN_1,PF00024.29
XP_015772775.1,PAN_1,PF00024.29
XP_015768212.1,PAN_1,PF00024.29
XP_015772958.1,PAN_1,PF00024.29
XP_015752869.1,PAN_1,PF00024.29
XP_015748890.1,PAN_1,PF00024.29
XP_015779576.1,PAN_1,PF00024.29
XP_015771707.1,PAN_1,PF00024.29
XP_015780718.1,PAN_1,PF00024.29
XP_015760568.1,PAN_1,PF00024.29
XP_015762659.1,PAN_1,PF00024.29
XP_015771709.1,PAN_1,PF00024.29
XP_015772776.1,PAN_1,PF00024.29
XP_015748428.1,PAN_1,PF00024.29
XP_015772810.1,PAN_1,PF00024.29
XP_015764689.1,PAN_1,PF00024.29
XP_015760572.1,PAN_1,PF00024.29
XP_015760569.1,PAN_1,PF00024.29
XP_015774049.1,PAN_1,PF00024.29
XP_015768906.1,PAN_1,PF00024.29
XP_015779570.1,PAN_1,PF00024.29
XP_015777448.1,PAN_1,PF00024.29
XP_015777447.1,PAN_1,PF00024.29
XP_015768899.1,PAN_1,PF00024.29
XP_015777446.1,PAN_1,PF00024.29
XP_015777085.1,PAN_1,PF00024.29
XP_015753438.1,PAN_1,PF00024.29
XP_015760574.1,PAN_1,PF00024.29
XP_015756656.1,PAN_1,PF00024.29
XP_015747707.1,PAN_1,PF00024.29
XP_015756205.1,PAN_1,PF00024.29
XP_015779605.1,PAN_1,PF00024.29
XP_015762656.1,PAN_1,PF00024.29
XP_015767801.1,PAN_1,PF00024.29
XP_015779957.1,PAN_1,PF00024.29
XP_015764440.1,PAN_1,PF00024.29
XP_015771807.1,PAN_1,PF00024.29
XP_015764442.1,PAN_1,PF00024.29
XP_015764443.1,PAN_1,PF00024.29
XP_015779572.1,PAN_1,PF00024.29
XP_015747709.1,PAN_1,PF00024.29
XP_015760557.1,PAN_1,PF00024.29
XP_015748434.1,PAN_1,PF00024.29
XP_015747130.1,PAN_1,PF00024.29
XP_015779580.1,PAN_1,PF00024.29
XP_015776446.1,PAN_1,PF00024.29
XP_015760570.1,PAN_1,PF00024.29
XP_015760573.1,PAN_1,PF00024.29
XP_015747138.1,PAN_1,PF00024.29
XP_015747139.1,PAN_1,PF00024.29
XP_015774520.1,PAN_1,PF00024.29
XP_015748432.1,PAN_1,PF00024.29
XP_015765821.1,PAN_1,PF00024.29
XP_015765828.1,PAN_1,PF00024.29
XP_015747781.1,PAN_1,PF00024.29
XP_015747134.1,PAN_1,PF00024.29
XP_015747133.1,PAN_1,PF00024.29
XP_015774754.1,PAN_1,PF00024.29
XP_015760546.1,PAN_1,PF00024.29
XP_015763461.1,PAN_1,PF00024.29
XP_015747135.1,PAN_1,PF00024.29
XP_015754919.1,PAPA-1,PF04795.15
XP_015752045.1,PARG_cat,PF05028.17
XP_015749807.1,PARG_cat,PF05028.17
XP_015758992.1,PARG_cat,PF05028.17
XP_015780859.1,PARP,PF00644.23
XP_015763157.1,PARP,PF00644.23
XP_015779745.1,PARP,PF00644.23
XP_015779741.1,PARP,PF00644.23
XP_015749941.1,PARP,PF00644.23
XP_015760439.1,PARP,PF00644.23
XP_015751434.1,PARP,PF00644.23
XP_015751433.1,PARP,PF00644.23
XP_015777035.1,PARP,PF00644.23
XP_015777036.1,PARP,PF00644.23
XP_015757400.1,PARP,PF00644.23
XP_015779747.1,PARP,PF00644.23
XP_015779746.1,PARP,PF00644.23
XP_015756242.1,PARP,PF00644.23
XP_015751432.1,PARP,PF00644.23
XP_015751431.1,PARP,PF00644.23
XP_015751435.1,PARP,PF00644.23
XP_015751430.1,PARP,PF00644.23
XP_015756071.1,PARP,PF00644.23
XP_015769407.1,PARP,PF00644.23
XP_015776502.1,PARP,PF00644.23
XP_015771569.1,PARP,PF00644.23
XP_015763351.1,PARP,PF00644.23
XP_015749701.1,PARP,PF00644.23
XP_015776189.1,PARP,PF00644.23
XP_015771555.1,PARP,PF00644.23
XP_015749700.1,PARP,PF00644.23
XP_015757600.1,PARP,PF00644.23
XP_015780188.1,PARP,PF00644.23
XP_015778682.1,PARP,PF00644.23
XP_015778081.1,PARP,PF00644.23
XP_015778082.1,PARP,PF00644.23
XP_015778080.1,PARP,PF00644.23
XP_015779739.1,PARP,PF00644.23
XP_015778079.1,PARP,PF00644.23
XP_015761843.1,PARP,PF00644.23
XP_015764180.1,PARP,PF00644.23
XP_015764187.1,PARP,PF00644.23
XP_015764184.1,PARP,PF00644.23
XP_015764185.1,PARP,PF00644.23
XP_015753742.1,PARP,PF00644.23
XP_015764183.1,PARP,PF00644.23
XP_015764182.1,PARP,PF00644.23
XP_015751437.1,PARP,PF00644.23
XP_015776752.1,PARP,PF00644.23
XP_015776753.1,PARP,PF00644.23
XP_015779740.1,PARP,PF00644.23
XP_015773594.1,PARP,PF00644.23
XP_015775419.1,PARP,PF00644.23
XP_015775420.1,PARP,PF00644.23
XP_015775423.1,PARP,PF00644.23
XP_015750433.1,PARP,PF00644.23
XP_015773580.1,PARP,PF00644.23
XP_015780859.1,PARP_reg,PF02877.17
XP_015763592.1,PARP_reg,PF02877.17
XP_015763157.1,PARP_reg,PF02877.17
XP_015749929.1,PARP_reg,PF02877.17
XP_015754695.1,PAS,PF00989.28
XP_015766304.1,PAS,PF00989.28
XP_015780181.1,PAS,PF00989.28
XP_015756759.1,PAS,PF00989.28
XP_015771637.1,PAS,PF00989.28
XP_015769990.1,PAS,PF00989.28
XP_015751124.1,PAS,PF00989.28
XP_015751123.1,PAS,PF00989.28
XP_015756579.1,PAS,PF00989.28
XP_015754615.1,PAS,PF00989.28
XP_015760723.1,PAS,PF00989.28
XP_015760722.1,PAS,PF00989.28
XP_015766314.1,PAS,PF00989.28
XP_015771314.1,PAS,PF00989.28
XP_015771323.1,PAS,PF00989.28
XP_015771329.1,PAS,PF00989.28
XP_015771336.1,PAS,PF00989.28
XP_015771343.1,PAS,PF00989.28
XP_015766315.1,PAS,PF00989.28
XP_015759793.1,PAS,PF00989.28
XP_015768994.1,PAS,PF00989.28
XP_015768995.1,PAS,PF00989.28
XP_015768996.1,PAS,PF00989.28
XP_015772688.1,PAS,PF00989.28
XP_015764626.1,PAS,PF00989.28
XP_015757301.1,PAS,PF00989.28
XP_015763440.1,PAS,PF00989.28
XP_015766304.1,PAS_11,PF14598.9
XP_015771637.1,PAS_11,PF14598.9
XP_015766315.1,PAS_11,PF14598.9
XP_015766314.1,PAS_11,PF14598.9
XP_015772688.1,PAS_11,PF14598.9
XP_015754695.1,PAS_11,PF14598.9
XP_015769990.1,PAS_11,PF14598.9
XP_015768994.1,PAS_11,PF14598.9
XP_015768995.1,PAS_11,PF14598.9
XP_015768996.1,PAS_11,PF14598.9
XP_015751124.1,PAS_11,PF14598.9
XP_015751123.1,PAS_11,PF14598.9
XP_015750788.1,PAS_11,PF14598.9
XP_015758740.1,PAS_11,PF14598.9
XP_015768968.1,PAS_11,PF14598.9
XP_015773360.1,PAXIP1_C,PF15364.9
XP_015771164.1,PAXNEB,PF05625.14
XP_015763249.1,PAXNEB,PF05625.14
XP_015768969.1,PAXNEB,PF05625.14
XP_015767578.1,PAZ,PF02170.25
XP_015776705.1,PAZ,PF02170.25
XP_015751544.1,PAZ,PF02170.25
XP_015764162.1,PAZ,PF02170.25
XP_015751570.1,PAZ,PF02170.25
XP_015751569.1,PAZ,PF02170.25
XP_015751568.1,PAZ,PF02170.25
XP_015751567.1,PAZ,PF02170.25
XP_015751566.1,PAZ,PF02170.25
XP_015751563.1,PAZ,PF02170.25
XP_015751565.1,PAZ,PF02170.25
XP_015758828.1,PAZ,PF02170.25
XP_015776861.1,PAZ,PF02170.25
XP_015776860.1,PAZ,PF02170.25
XP_015750003.1,PAZ,PF02170.25
XP_015762588.1,PAZ,PF02170.25
XP_015770352.1,PAZ,PF02170.25
XP_015762410.1,PBD,PF00786.31
XP_015762417.1,PBD,PF00786.31
XP_015778704.1,PBD,PF00786.31
XP_015775808.1,PBD,PF00786.31
XP_015758480.1,PBD,PF00786.31
XP_015758481.1,PBD,PF00786.31
XP_015775463.1,PBD,PF00786.31
XP_015747480.1,PBD,PF00786.31
XP_015761373.1,PCAF_N,PF06466.14
XP_015766408.1,PCAF_N,PF06466.14
XP_015756113.1,PCAF_N,PF06466.14
XP_015771691.1,PCNA_C,PF02747.18
XP_015757034.1,PCNA_C,PF02747.18
XP_015757097.1,PCNA_C,PF02747.18
XP_015771691.1,PCNA_N,PF00705.21
XP_015763679.1,PCNA_N,PF00705.21
XP_015772257.1,PEHE,PF15275.9
XP_015756552.1,PEHE,PF15275.9
XP_015765117.1,PEHE,PF15275.9
XP_015764744.1,Peptidase_C12,PF01088.24
XP_015764745.1,Peptidase_C12,PF01088.24
XP_015767065.1,Peptidase_C12,PF01088.24
XP_015777478.1,Peptidase_C12,PF01088.24
XP_015777477.1,Peptidase_C12,PF01088.24
XP_015752182.1,Peptidase_C48,PF02902.22
XP_015752183.1,Peptidase_C48,PF02902.22
XP_015768053.1,Peptidase_C48,PF02902.22
XP_015759768.1,Peptidase_C48,PF02902.22
XP_015765019.1,Peptidase_C48,PF02902.22
XP_015765699.1,Peptidase_C48,PF02902.22
XP_015754235.1,Peptidase_C48,PF02902.22
XP_015766028.1,Peptidase_C48,PF02902.22
XP_015748563.1,Peptidase_C48,PF02902.22
XP_015759472.1,Peptidase_C48,PF02902.22
XP_015753774.1,Peptidase_C48,PF02902.22
XP_015750785.1,Peptidase_C48,PF02902.22
XP_015759312.1,Peptidase_C48,PF02902.22
XP_015759311.1,Peptidase_C48,PF02902.22
XP_015747234.1,Peptidase_C48,PF02902.22
XP_015752940.1,Peptidase_C48,PF02902.22
XP_015779365.1,Peptidase_C48,PF02902.22
XP_015755213.1,Peptidase_C48,PF02902.22
XP_015765416.1,Peptidase_M24,PF00557.27
XP_015774118.1,Peptidase_M24,PF00557.27
XP_015765966.1,Peptidase_M24,PF00557.27
XP_015765965.1,Peptidase_M24,PF00557.27
XP_015750318.1,Peptidase_M24,PF00557.27
XP_015747248.1,Peptidase_M24,PF00557.27
XP_015752219.1,Peptidase_M24,PF00557.27
XP_015771801.1,Peptidase_M24,PF00557.27
XP_015776757.1,Peptidase_M24,PF00557.27
XP_015751878.1,Peptidase_M24,PF00557.27
XP_015778637.1,Peptidase_M24,PF00557.27
XP_015753568.1,Peptidase_M24,PF00557.27
XP_015753567.1,Peptidase_M24,PF00557.27
XP_015749289.1,Peptidase_M24,PF00557.27
XP_015777110.1,Peptidase_M24,PF00557.27
XP_015780857.1,Peptidase_M24,PF00557.27
XP_015748963.1,Peptidase_M24,PF00557.27
XP_015756827.1,PGC7_Stella,PF15549.9
XP_015761819.1,PHD,PF00628.32
XP_015749485.1,PHD,PF00628.32
XP_015749346.1,PHD,PF00628.32
XP_015754404.1,PHD,PF00628.32
